DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment_Behavior
0.508589768,0.735699453,0.38436851,2.545403058,5.101000566,0.257126675,0.201057202,2.746837833,0.20841986,1.77119124,0.781952048,0.352086086,0.3518973,0.287710025,0.919388333,0.77024731,1.8274495,1.856333774,0.406456485,0.883518973,0.468378327,0.443458561,0.198602983,1.392486313,3.480460638,1.436284689,0.286766094,0.295827827,0.792712856,0.184821597,0.425901454,2.240513498,0.39116481,0.570889183,0.457428733,0.828204644,0.735699453,0.482537285,0.680951482,0.492920521,0.407211629,0.492731735,0.212573155,0.197085357,0.995373583,0.177423086,0.815752949,0.360050891,0.52475133,1.643881564,0.125607217,0.186213278,0.215244043,0.126185519,0.185287994,0.198588943,0.245662734,0.144922508,0.188989128,0.10721721,0.54661115,0.330326162,1.495951885,2.188295165,0.170830442,1.48912792,0.904811474,0.21987046,0.193499884,0.146773074,0.126185519,0.132431182,0.574485311,0.16215591,0.21431876,,1.681702521,Control,Memantine_C/S
0.516537517,0.737478737,0.383670384,2.624645625,5.601209601,0.259119259,0.183897184,2.758079758,0.208278208,1.864108864,0.795879796,0.360990361,0.371763372,0.298998299,0.96012096,0.812133812,1.857871858,1.997731998,0.428841429,0.88962389,0.467775468,0.443772444,0.207144207,1.443961444,3.433566434,1.435267435,0.295785296,0.307125307,0.801927802,0.183519184,0.425817426,2.207900208,0.3997354,0.593649594,0.475146475,0.856170856,0.815346815,0.508599509,0.725004725,0.524853525,0.434889435,0.542997543,0.216594217,0.194162996,0.99030837,0.179955947,0.780726872,0.338656388,0.442951542,1.828414097,0.115528634,0.195154185,0.219273128,0.129845815,0.185352423,0.190969163,0.235792952,0.137555066,0.174889868,0.102312775,0.493722467,0.331057269,1.406387665,2.081277533,0.166189427,1.375330396,0.86784141,0.225881057,0.176872247,0.16277533,0.129845815,0.121585903,0.532929515,0.160682819,0.213325991,,1.585792952,Control,Memantine_C/S
0.454421149,0.685278031,0.36030082,2.392889699,4.5,0.278714676,0.208751139,2.586144029,0.220601641,1.61189608,0.731084777,0.353463993,0.347082954,0.283272562,0.871467639,0.710118505,1.718322698,1.623518687,0.402233364,0.80515041,0.458523245,0.443710119,0.198040109,1.486326345,3.151321787,1.403372835,0.276891522,0.295578851,0.770054695,0.197356427,0.384229717,2.076800365,0.353691887,0.529854148,0.434366454,0.817228806,0.715360073,0.433682771,0.680264357,0.477666363,0.383090246,0.434822242,0.189835916,0.185584093,0.934824634,0.172604253,0.785832643,0.325186413,0.529549848,1.381386357,0.12054681,0.171775753,0.188207677,0.129798398,0.168461751,0.187931511,0.228666114,0.132283899,0.177022922,0.098315382,0.555233361,0.308478321,1.456365645,2.098729633,0.163766915,1.352112676,0.923777962,0.223418945,0.187793427,0.16072908,0.129798398,0.109085888,0.520022093,0.149682408,0.203534935,,1.615575808,Control,Memantine_C/S
0.471745596,0.697323267,0.371539693,2.472660718,4.652024708,0.278197209,0.215511325,2.592541752,0.244566461,1.758178906,0.760466712,0.356897735,0.360558225,0.308396248,0.896133608,0.741020361,1.765042324,1.767787692,0.41615191,0.842598948,0.468085106,0.483413407,0.215282544,1.269274765,3.212765957,1.406085564,0.289407458,0.306566003,0.784717456,0.196064974,0.382292382,2.132692748,0.373369938,0.590711508,0.455730954,0.858156028,0.773507207,0.454815832,0.705330588,0.489132922,0.412948982,0.482955845,0.20979181,0.182792817,0.951755562,0.173009917,0.778745645,0.320959528,0.482980434,1.434870008,0.106807826,0.179174484,0.187215224,0.113106406,0.163361029,0.18064862,0.217770035,0.122085232,0.170195658,0.099303136,0.508978826,0.333556687,1.394398285,2.066604128,0.185875101,1.426159207,0.883945323,0.220316269,0.171535781,0.155856339,0.113106406,0.123425355,0.547038328,0.157866524,0.219914232,,1.561913696,Control,Memantine_C/S
0.481272563,0.684115523,0.360785199,2.538808664,5.008122744,0.287229242,0.22450361,2.576940433,0.199232852,1.799187726,0.756543321,0.368907942,0.365072202,0.310243682,0.92599278,0.753610108,1.757220217,1.915388087,0.440884477,0.861687726,0.471344765,0.457355596,0.21683213,1.272111913,3.138086643,1.397563177,0.287454874,0.324458484,0.793095668,0.189305054,0.420126354,2.082581227,0.379738267,0.588898917,0.472924188,0.88898917,0.84183213,0.48465704,0.722924188,0.527075812,0.436371841,0.528880866,0.197879061,0.179869281,0.934901961,0.176601307,0.775163399,0.324183007,0.442745098,1.701699346,0.105490196,0.197908497,0.197254902,0.114379085,0.165620915,0.17372549,0.210588235,0.13254902,0.155686275,0.099346405,0.496732026,0.331633987,1.357647059,2.01124183,0.185620915,1.357385621,0.858431373,0.212156863,0.180653595,0.15869281,0.114379085,0.124575163,0.557124183,0.168496732,0.233856209,,1.530457516,Control,Memantine_C/S
0.743408663,1.025423729,0.393314501,2.802636535,4.770715631,0.243126177,0.180885122,4.097740113,0.246986817,1.883804143,1.064595104,0.339359699,0.426365348,0.309416196,0.987288136,0.760922787,1.795574388,2.22354049,0.521374765,0.771092279,0.642843691,0.359039548,0.171939736,1.695291902,3.277777778,1.531826742,0.259510358,0.303954802,0.882768362,0.175047081,0.442749529,2.540301318,0.33079096,0.461299435,0.415442561,0.774576271,0.514689266,0.411676083,0.62834275,0.405461394,0.284463277,0.420433145,0.345856874,0.222790507,1.29705401,0.177526596,2.407528642,0.317716858,0.778590426,1.701462766,0.267747545,0.150521686,0.176043372,0.131188625,0.162234043,0.23537234,0.273220131,0.116612111,0.250460311,0.132416121,0.537898936,0.325900164,2.046849427,2.372033552,0.139985679,1.268975041,1.052015139,0.245448036,0.141673486,0.098659984,0.131188625,0.10766162,0.497238134,0.161313421,0.142849836,,1.620141162,Control,Memantine_C/S
0.762442573,1.025459418,0.394525268,2.953579632,4.820444104,0.245118683,0.186255743,3.837480858,0.243587289,2.004402757,1.065084227,0.346764931,0.440371363,0.308097243,0.991194487,0.812308576,1.840735069,2.289146248,0.536179173,0.7768951,0.632656968,0.358824655,0.179555896,1.697741194,3.386006891,1.588437979,0.274023737,0.309437213,0.935490046,0.172760337,0.44754977,2.507369832,0.330781011,0.471286371,0.410892037,0.803024502,0.50957121,0.421037519,0.618300153,0.406967841,0.288093415,0.428120214,0.333843798,0.23228326,1.326633689,0.178599323,2.339442853,0.321426712,0.787034626,1.805050768,0.27347045,0.157563135,0.181411091,0.132621713,0.173131997,0.237281958,0.277583963,0.115959386,0.251809425,0.136526946,0.543452226,0.34032804,2.044832075,2.459932309,0.15162718,1.279822963,1.050143192,0.239833377,0.143452226,0.106222338,0.132621713,0.11273106,0.508461338,0.153866181,0.144129133,,1.633793283,Control,Memantine_C/S
0.755979499,1.013382688,0.390470767,2.972949886,4.891419894,0.247911921,0.190015186,3.925398633,0.23443432,1.971621109,0.967539863,0.35127183,0.433181473,0.313591496,0.967444951,0.810364465,1.853929385,2.319286257,0.53682612,0.773063781,0.637718299,0.372817008,0.176063022,1.711180714,3.349373576,1.501613516,0.265470767,0.314920273,0.900436598,0.167995444,0.457099468,2.540812453,0.335041762,0.464502658,0.40546697,0.811123766,0.513382688,0.417425968,0.619969628,0.418280182,0.342160213,0.430144267,0.33143508,0.236449086,1.234464752,0.188355091,2.320365535,0.322767624,0.780678851,1.868772846,0.268825065,0.155561358,0.180156658,0.140156658,0.172637076,0.238067885,0.271018277,0.124334204,0.25926893,0.138276762,0.534308094,0.333368146,2.011697128,2.438955614,0.149660574,1.395039164,1.03232376,0.241409922,0.14845953,0.10156658,0.140156658,0.114673629,0.525639687,0.14924282,0.146475196,,1.626736292,Control,Memantine_C/S
0.669722368,0.911733892,0.369172342,2.754583552,4.451807229,0.259559979,0.18936616,4.027894185,0.223022525,1.611183866,0.856207438,0.337742273,0.409638554,0.308538502,0.920900995,0.697485595,1.679544264,2.302514405,0.56443164,0.692640126,0.586694605,0.357124149,0.181246726,1.382399162,2.894709272,1.473284442,0.264536406,0.318098481,0.817312729,0.177841802,0.42234154,2.391566265,0.322812991,0.467522263,0.421031954,0.795311682,0.519512834,0.378077528,0.634101624,0.389863803,0.304609743,0.410424306,0.513750655,0.20954026,1.21465586,0.169612012,2.509699708,0.3101249,0.654398087,1.517472761,0.274515015,0.149880415,0.171605102,0.127690672,0.161573213,0.226946585,0.250265745,0.122375764,0.241496147,0.134533617,0.575671007,0.321219771,2.001860218,2.425059793,0.143901143,1.289131012,1.039529631,0.230201967,0.15233856,0.099986713,0.127690672,0.110616529,0.459806006,0.154996014,0.158915759,,1.676654265,Control,Memantine_C/S
0.630001287,0.839186929,0.35777692,2.651228612,4.261675029,0.253184099,0.185256658,3.816673099,0.204940178,1.716583044,0.825807282,0.338736653,0.403705133,0.305030233,0.881255628,0.697285475,1.691367554,2.214460311,0.561687894,0.680689566,0.598481925,0.358162871,0.182040396,1.27312492,2.754663579,1.506496848,0.258458768,0.288820275,0.837643124,0.167245594,0.416698829,2.310304902,0.324585102,0.451691754,0.408079249,0.773060594,0.510485012,0.373086324,0.628586131,0.394699601,0.288305673,0.400360221,0.455679918,0.209459459,1.134340223,0.169316375,2.38891097,0.31054584,0.683028617,1.580882353,0.274112348,0.152556969,0.171966084,0.135333863,0.166534181,0.228139905,0.263447271,0.12572867,0.235492846,0.124735029,0.569356121,0.32763646,1.964493906,2.422032326,0.151099629,1.286830949,1.022522523,0.228736089,0.151165872,0.10790938,0.135333863,0.109896661,0.496422893,0.155007949,0.153219396,,1.642885533,Control,Memantine_C/S
0.618551329,0.869723814,0.350833768,2.705575821,4.225768629,0.256904638,0.191766545,3.855263158,0.208051068,1.770192809,0.823736321,0.343017196,0.417274622,0.308233455,0.940463783,0.706096925,1.704533611,2.361907243,0.565659197,0.702318916,0.606956748,0.366076081,0.183168317,1.296248046,2.814616988,1.487102658,0.273710266,0.29064617,0.83402814,0.173527879,0.435904117,2.377410109,0.324908807,0.456357478,0.424048984,0.805367379,0.548593017,0.371156853,0.611255862,0.396560709,0.331422616,0.409458051,0.472642001,0.20348455,1.066863905,0.169165023,2.495397765,0.314464168,0.677120316,1.713346483,0.266469428,0.153254438,0.177449047,0.140565417,0.163445102,0.234516765,0.235700197,0.127021696,0.227942143,0.131558185,0.584023669,0.327350427,1.89460881,2.368047337,0.156081525,1.316831032,1.009401709,0.224720579,0.154174885,0.104273504,0.140565417,0.109072978,0.503221565,0.152596976,0.155095332,,1.600065746,Control,Memantine_C/S
0.619720572,0.739200257,0.328569134,2.493174884,3.980568492,0.259033242,0.182752529,3.600931428,0.208286494,1.672555002,0.748675124,0.329211498,0.381403565,0.303035169,0.881002088,0.627589529,1.609442749,2.270756383,0.551469407,0.64750281,0.590332423,0.353781917,0.184358439,1.134896419,2.464429099,1.471816284,0.261763289,0.268989883,0.778384455,0.196563353,0.381082383,2.106792998,0.310582945,0.422033082,0.377709973,0.744499759,0.49590493,0.344146459,0.576521599,0.363577967,0.281194797,0.405171029,0.606873294,0.187553722,1.045040399,0.164603748,2.56377858,0.306171566,0.600309438,1.352243424,0.248753653,0.150593089,0.165893072,0.126783565,0.160306,0.216692453,0.221591886,0.118102114,0.23310985,0.117758295,0.523981434,0.330754685,1.775313736,2.35043837,0.150077359,1.322245144,0.952552862,0.228382328,0.162454874,0.11784425,0.126783565,0.110194258,0.487278666,0.172511604,0.187897542,,1.653171738,Control,Memantine_C/S
0.603723404,0.72324781,0.331195244,2.433667084,3.897371715,0.272841051,0.207603254,3.526595745,0.195869837,1.590738423,0.716051314,0.321182728,0.372653317,0.297090113,0.855913642,0.620150188,1.538642053,2.301470588,0.54928035,0.603254068,0.557259074,0.363110138,0.182571965,1.054599499,2.436639549,1.445244055,0.250625782,0.267365457,0.752033792,0.189299124,0.387046308,2.087765957,0.293022528,0.419117647,0.357478098,0.717928661,0.475907384,0.333854819,0.578692115,0.360607009,0.277221527,0.36514393,0.559292866,0.188802859,0.973538671,0.156470688,2.445673445,0.314302731,0.596273292,1.444992768,0.248957713,0.148813069,0.165915086,0.128307666,0.161575768,0.217050966,0.229898749,0.123287671,0.225474347,0.117672084,0.520122522,0.336935251,1.736407726,2.319748149,0.155024249,1.310388837,0.935761082,0.232706543,0.160895091,0.12107547,0.128307666,0.114353782,0.491704246,0.168978133,0.174083213,,1.4021101,Control,Memantine_C/S
0.5229246,0.757044935,0.309215537,2.437319117,3.631073877,0.269916222,0.179131759,3.377303884,0.193602437,1.62604722,0.713175933,0.3229246,0.361309977,0.300380807,0.831987814,0.60624524,1.504798172,2.249961919,0.539223153,0.599543031,0.568316832,0.338613861,0.179741051,1.036100533,2.360853008,1.432597106,0.252703732,0.263214014,0.737395278,0.166031988,0.378827113,2.018126428,0.285300838,0.402437167,0.357501904,0.736024372,0.475095202,0.342269612,0.640670221,0.349276466,0.275095202,0.372124905,0.550799695,0.186684852,0.944591254,0.159577189,2.485124883,0.312846305,0.593470292,1.572585457,0.2457591,0.149688859,0.167760634,0.133066235,0.161282073,0.223425113,0.216435087,0.123604126,0.217798994,0.11985338,0.502088484,0.32870173,1.721677606,2.30406615,0.153439604,1.310970932,0.943568323,0.230756116,0.164777086,0.122751684,0.133066235,0.111243713,0.490665757,0.16324269,0.169976984,,1.545307305,Control,Memantine_C/S
0.638367347,0.716734694,0.310204082,2.286938776,3.307142857,0.255510204,0.200612245,3.156122449,0.206938776,1.492653061,0.702857143,0.310612245,0.382244898,0.310612245,0.771632653,0.561836735,1.422857143,2.213877551,0.58244898,0.561836735,0.552857143,0.354897959,0.181836735,0.974897959,2.063061224,1.326326531,0.275714286,0.266530612,0.742040816,0.194081633,0.367959184,1.859591837,0.303061224,0.403061224,0.358163265,0.695102041,0.571632653,0.32,0.513469388,0.360612245,0.280816327,0.339183673,0.614081633,0.178609248,0.928697494,0.165195905,2.491351924,0.300505942,0.593010942,1.054476997,0.223908695,0.142722673,0.161548417,0.106365455,0.147311448,0.206612543,0.1931992,0.112836804,0.209789387,0.105188846,0.446405459,0.287563243,1.514060478,2.228615131,0.141428403,1.264384045,1.009295211,0.264854689,0.182962701,0.127544417,0.106365455,0.137780915,0.448052712,0.16707848,0.15660666,,1.573832216,Control,Memantine_C/S
0.618440309,0.691825214,0.313192557,2.379468953,3.329082166,0.25507004,0.204474179,3.278486306,0.2226636,1.593978674,0.698933724,0.328245871,0.379259879,0.304411457,0.797825632,0.575371106,1.487769183,2.231026552,0.553000209,0.580179803,0.558227054,0.398703742,0.195065858,0.98682835,2.125653356,1.373405812,0.280158896,0.314865147,0.73008572,0.193602342,0.361906753,1.887727368,0.313819778,0.44804516,0.374869329,0.703324273,0.596278486,0.322600878,0.540037633,0.364833786,0.291239808,0.361697679,0.611540874,0.178419309,0.883932797,0.165404638,2.553241836,0.285021297,0.602934217,1.094060577,0.225745386,0.146592522,0.161736867,0.117486985,0.148248935,0.211547563,0.196639849,0.117250355,0.21604354,0.106956933,0.470066257,0.292948415,1.537387601,2.227165168,0.134879319,1.243019404,0.994439186,0.258637009,0.187056318,0.124349266,0.117486985,0.143516327,0.439067676,0.179247515,0.16386654,,1.572645528,Control,Memantine_C/S
0.523578223,0.701477434,0.335357215,2.283748229,3.163124874,0.262092694,0.1969237,3.073669298,0.207447885,1.538959725,0.728799838,0.317749443,0.368346489,0.301153613,0.831208257,0.583889901,1.406800243,2.17243473,0.537947784,0.579032584,0.569925116,0.364703501,0.195304594,0.942319369,2.094110504,1.39708561,0.272819267,0.272819267,0.716251771,0.182554139,0.376846792,1.862780814,0.303987047,0.418943534,0.369763206,0.722121028,0.554746003,0.320785266,0.535316738,0.356203198,0.2825339,0.341226472,0.637522769,0.172563261,0.874531396,0.162956888,2.446813496,0.29475164,0.589034677,1.265581068,0.227975633,0.146438613,0.150656045,0.101804124,0.142924086,0.192478913,0.203608247,0.116096532,0.212628866,0.10262418,0.463448922,0.290885661,1.524601687,2.161199625,0.128045923,1.17373477,0.986527648,0.262535145,0.17900656,0.128397376,0.101804124,0.155810684,0.442361762,0.181818182,0.172446111,,1.579311153,Control,Memantine_C/S
